comment,category
area man asked to shoot janice an e-mail,1
affordability and attainment: student success from acceptance to graduation,0
scientists discover sun is made of hot,1
vessel for male sexual gratification very sad today,1
don't believe the derrick rose hype,0
country music protested in restaurant's kitchen,1
"twitter helped trump win, now it's starting to bury him",0
evangelical voters don't care that trump's not religious,0
amazon is starting black friday sales a full week early,0
huckabee forced to attend fundraiser with head stuck in molasses crock,1
robin williams body-hair-mowing project enters third week,1
finger-quotes lady now doing hand parentheses,1
reality show slowly sinks in,1
the truth about trump's ban on trans soldiers,0
the indignant and audacious teacher,0
'miracle on ice' veteran wants congressional scrutiny on nhl concussions,0
area dad points out place that has great reuben sandwiches,1
coy 'dexter' producers hint at 'huge plot holes' in season finale,1
'perfect' birthday card discovered in local mall,1
10 basic trends 2014 can keep,0
houghton mifflin harcourt releases new leather-bound philip roth,1
ex-wall street banker convicted of giving his father insider tips,0
jay-z finally explains how he and beyoncÃ© came up with those baby names,0
woman celebrates 4th year of weaning self off facebook,1
"latina says napa valley wine train threatened her group too, suggests 'a pattern'",0
woman's primal instincts activate to protect nearly finished glass of wine from approaching server,1
wikipedia users surprised nobody's made page for john lennon yet,1
woman attempts to cram few years' worth of body positivity into 20 minutes before trying on bathing suits,1
my link to muhammad  ali through parkinson's,0
how 2 california parents could 'home-school' their shackled and abused children,0
pet turtle going hog wild on terrarium's new stick,1
guantÃ¡namo detainee ruled not mentally fit to testify about psychological torture,1
trump being under criminal investigation changes everything,0
prizes on price is right looking better as man ages,1
harvey korman cracks up denny's waitress,1
yet another high school football player dies as death total piles up,0
ted cruz favorability with republicans drops after convention speech,0
ambitious test on tap for real-life 'flying saucer',0
"'i am penguin, hear me squeak!' a bird speaks out from inside seaworld's 'antarctica'",0
nation's ivy leaguers share hearty laugh that dartmouth grad thinks she can talk shit on anyone,1
students watch in sympathy as teacher's humongous ass erases part of whiteboard,1
pakistani military engagement: walking a fine line between saudi arabia and iran,0
anthony weiner would rather eat a wooden table than return to congress,0
sex toy discreetly shipped in plain dildo-shaped box,1
kentucky police stop using 'punisher' logo after realizing what it means,0
naked leadership,0
street performer dreams of performing on streets of paris,1
acclaimed mexican journalist: the drug war is 'completely false',0
"a cop's job is difficult, but it can be done without killing humans",0
personal philosophy stolen from martin luther king jr.,1
woman comes forward with first allegations of biggest sexual harassment scandal of 2036,1
delta blues poised for biggest revival since 1915,1
increasing number of americans unable to point out map,1
these medical marvels are proof science is amazing,0
lynx mom wrestling with her babies in the snow will warm your heart,0
"defiant milosevic eats big, sloppy sandwich during trial",1
meteorologist has hilarious comeback to daughter who questioned his weather prediction,0
teacher in cash-strapped ohio school district forced to make do with centuries-old firearms,1
man wishes women in crowded bar would let him read jane austen novel in peace,1
mother only wants one bite,1
baby fox who was supposed to die finds man who believes in her,0
new leather-bound notebook to really unleash area woman's creativity,1
nhl team makes stirring gesture to honor paris terror victims,0
new cereal for poor stays crunchy in water,1
area man unsure if he's supposed to want hugo chavez to die or not,1
the truth about generic vs. brand-name medications,0
artists as global citizens,0
spy drone taken out of service after returning with creepy photos of insurgents changing,1
incredible 'business-man' has salary of 10 regular men,1
san francisco could become the first u.s. city with safe injection sites for drug users,0
paul pierce accidentally proves la is still a lakers town,0
"deshawnda bradley, #blacklivesmatter and the reminder that self-definition is essential to our survival",0
mom can't wait for halloween episode of 'the big bang theory',1
cottonelle introduces new 'piping-hot' toilet tissue,1
'seek funding' step added to scientific method,1
"someone inserted beyonce into famous paintings, and it's just as glorious as it sounds",0
stop complaining about the evolution of text language. period.,0
senator misses simpler time when he could do abominable things in peace,1
photographer diego saldiva lived a nightmare every parent fears,0
"congress may resurrect earmarks. in some states, they never went away",0
8 herbs and spices that fight off disease,0
"yes, there is a right way to use technology",0
dad actually yelled at that guy,1
missing white girl drives missing black girl from headlines,1
nutritionists recommend 3-4 daily servings of anything that's about to go bad,1
star trek introduces alien character with totally different forehead wrinkles,1
legends of new york's latex ball celebrate the history of voguing,0
chinese buffet has french fries,1
"officials urge americans to sort plastics, glass into separate oceans",1
inclement weather prevents liar from getting to work,1
jay z is being sued for $18 million over his cologne,0
'you are not the brightest of my four sons'... and other depressing things that have been said to me,0
frantic steve jobs stays up all night designing apple tablet,1
study: you have hpv,1
ridley scott trades russell crowe to tim burton for johnny depp,1
judge pumps self up before verdict by listening to andrew w.k.,1
grandma pretty much unmoved by threat of not seeing grandchildren,1
the definitive list of men you'll find at whole foods,0
dreamcatcher on rearview mirror protects sleeping driver,1
overweight man receives 'lose weight fast' spam e-mail featuring his picture,1
area man thinks movie he saw should have been nominated,1
melissa mccarthy's perfectly simple secret to a happy marriage,0
consumers now required to seek treasury department approval on all purchases over $50,1
americans overwhelmingly say it's ok to criticize the president,0
halloweiner frankfest 2013 poster now relic of time long gone,1
mesquite bbq visine selling poorly outside texas,1
peer group forces man to have opinion on 'weird al',1
don lemon says he would probably be like malcolm x if he wasn't a journalist,0
banners at old dominion university declare students' house a 'freshman daughter drop off' site,0
frugal star wars fan camping out in front of 99-cent theater,1
how to make a cocktail while flying,0
"from bulldogs to elephant walks: chats with johnny mathis, monica mancini and anson williams, plus matt hires works with rmh",0
right-to-kill advocate opposes right-to-die measure,1
"12 illustrations that pay tribute to the late, great carrie fisher",0
holocaust historian can't help imagining what random people would look like behind barbed-wire fence,1
forged federal document complicates a growing fight over national monument designation in utah,0
teen's eulogy mostly nickelback lyrics,1
mayim bialik is 'very sorry' for her controversial weinstein op-ed,0
soap star's pattern of forming unhealthy bonds began in preschool,0
david allan peters at ameringer | mcenery | yohe,0
gallup poll: rural whites prefer ahmadinejad to obama,1
world could face months of chinese market aftershocks,0
'the world is emptier now': celebrity fans and friends pay tribute to david bowie,0
lindsey buckingham asks for more screaming at stevie nicks in monitor,1
watch: stunning holy fire ritual lights up orthodox easter,0
high school fuckup now in charge of checking airport luggage for explosives,1
senate intelligence committee confirms from testimony that donald trump jr. has no knowledge,1
college junior shares his strategy for getting the most out of tinder,0
defiant customers refuse to return recalled crib,1
thousands protest in mexico one year after 43 students went missing,0
read the full text of bernie sanders' 2016 democratic national convention speech,0
alpha male marries tri-delta female,1
son thanks mom who cared for his dad for 20 years with 20 adventures,0
only kim k would wear a plunging white dress before her wedding,0
fcc sniper takes out matthew mcconaughey to prevent live broadcast of profanity,1
"wall street lobbyists and d.c. ""insiders"" wrong (again) on dol conflict of interest rule",0
"larry kramer's the normal heart bleeds for all of us (well, not quite all)",0
lazy wildlife rescuer lets oily pelicans pile up in sink for 5 days,1
federal judge pencils blocking trump's unconstitutional executive orders into monthly schedule,1
italian recipes that are oldies but goodies,0
area power walker looks just ridiculous,1
bush diagnosed with attention-to-deficit disorder,1
clinton woos gay vote with freddie mercury mustache,1
dog returned to shelter for being 'too nice' finds new home,0
russia needs turkey in the war on isis,0
raytheon ceo sends obama another article about mounting unrest in libya,1
"adult-entertainment industry donates $100,000 in charity sex to hurricane victims",1
"the fbi agents tracked gabriel garcÃ­a mÃ¡rquez, washington post reports",0
pope francis reminds the world that caring for the earth is everyone's responsibility,0
man honestly thinks he's going to get to bed early,1
our nation's celebrities: what are they wearing?,1
tyra banks doesn't have time for drake's worst behavior in 'child's play' video,0
madonna lets the f-bombs fly on live tv in anti-trump speech at women's march,0
trump terrible 10 -- mooch improved edition,0
ferguson pool supply store overestimating how badly looters want chlorine tablets,1
invite your customer into the boardroom,0
how real is work-life balance?,0
pile of crap excites publicist,1
"on jan fabre, part 2: scenes from the moral education of the human race",0
these dog models might be the best thing about american apparel,0
wedding invitation includes depressing map to church,1
scientists finally pronounce human genome,1
claire danes is expecting baby number two with hugh dancy,0
undertaker's last few embalmings before summer vacation always a little sloppy,1
russian beef shortage traced to boris yeltsin,1
"report: average american loses $5,000 each year from splitting check",1
area man now checks inside boat in driveway every morning,1
fountain simulates vomiting lion,1
user experience: hygiene or strategic differentiator?,0
how bet's 'rebel' is reshaping the narrative for black women in hollywood,0
student reporter hits it out of the park with 5 accurate sentences,1
this absolutely the last time bouncer cleans up vomit,1
"a progressive firm fired a partner for allegedly assaulting a female staffer. soon she was gone, too.",0
progressive groups want doug jones to throw caution to the wind,0
libraries burning: from sarajevo to mosul,0
bush vows to put man on moon before it disappears at end of month,1
cardinals host going-away party at pope's favorite vatican city dive bar,1
i tried these 4 meal kit services so you don't have to,0
pack of harpies ordered their crostini literally 20 minutes ago,1
a manners lesson for donald trump about the stars and stripes,0
nation admits there could be a little less porn,1
new office manager provides terrifying glimpse into plans for regime by placing new collection of teas in drawer,1
bush increasingly focused on how revisionist history will see him,1
this video of a road being surfaced is ridiculously satisfying,0
smiley scrubbing bubbles devour area child,1
activist hopes public suicide leads to more awareness,0
area mom convinced 30-year-old daughter would be married by now if she just brushed her hair more,1
three simple steps to not take a bad day home,0
everyone at consumer electronics show forced to share single surge protector,1
fear of losing money is a surprising weight loss incentive,0
anheuser-busch delivers a bunch of beer in a self-driving truck,0
least corrupt politician in illinois history sentenced to 14 years in prison,1
leaving your dream: tedx talk,0
"israel tells african migrants, asylum-seekers to leave or go to jail",0
hot new 'murder craze' sweeps chicago,1
magnetic migration,0
god's gift to women returned,1
10 small-space lifesavers,0
loser can't even get wife pregnant,1
colorful multicultural mural celebrates diverse lack of talent,1
trump gives intelligence agencies their daily briefing,1
leader of sea-doo riders holds court in middle of lake,1
obama begins state of the union by asking congress to imagine newt gingrich standing before them,1
rnc taps dennis hastert to lead new youth outreach program,1
aunt enters ninth year of raving about 'wicked',1
white to attend boat show,1
warm approach of potential new friendship just street canvasser again,1
spring skiing in southern vermont,0
"steady job growth is still not boosting workers' pay, new numbers show",0
paul ryan refuses to promise obamacare 'replacement' will cover birth control fully,0
"as per tradition, election results officially certified with two barks of approval from electoral collie",1
artist merges genders with her late lover as ultimate artistic collaboration (nsfw),0
friday's morning email: what the senate health care bill could mean for you,0
co-worker's drawer filled with toffee,1
48 syrian civilians massacred during claire danes' emmy award acceptance speech,1
terrified families fleeing northern gaza airstrikes seek refuge with un,0
jon stewart co-hosts sportscenter to support wounded veteran athletes,0
peter o'toole objects to being in oscar death montage,1
kittens recovering after photographer rescued them from brush fire,0
coworker wondering if anyone interested in laying bare their physical shortcomings in basketball league this year,1
obama family adopts 44-year-old portuguese water man,1
"#metoo and ""legitimate rape""",0
god loses pouch filled with crystals that give him powers,1
a love letter to the nurses who take care of moms after giving birth,0
bartender refuses to acknowledge patron's regular status,1
this is the tiger that earl woods raised,0
"ex-boyfriend hopes to still be terrible, incompatible friends",1
california extends state worker travel ban to 4 'discriminatory' states,0
"from an adopted daughter, what my moms taught me about parenting",0
special ops veteran slips back into family undetected,1
real-life nancy drew traces source of her hpv,1
groceries strategically placed around checkout conveyor belt's wet spots,1
anderson cooper throws another box of letters from gay children into dumpster,1
unapologetic self-portraits that shatter perceptions of disability,0
zambia tired of being mentioned in 'news of the weird' section,1
holiday blues: spirituality to the rescue,0
aroldis chapman's trade to los angeles dodgers reportedly on hold for domestic violence probe,0
scientists announce ambitious project to map layer of garbage on ocean floor,1
empty yogurt cup completes tableau of used food containers on single man's windowsill,1
fridge magnet a constant reminder of arizona's existence,1
punk band has something against local newscaster for some reason,1
'gravity' & '12 years a slave' tie at 2014 pga awards,0
rising star john kerry's stirring speech paves way for 2016 presidential run,1
al roker slams 'moron' jim inhofe for bringing snowball to senate,0
guy who came in late not sure how much longer he should pretend to be frazzled,1
britney spears sends sweet message to teen who recovered from stroke dancing to 'toxic',0
zamboni crime family indicted in ice-shaving scandal,1
nba players to start paying for retired players' health insurance,0
morale low at state department after only employee fired,1
u.s-backed syrian rebels' pleas for help likely to go unanswered,0
film critic belatedly comes up with swordfish zinger,1
can you survive five days on the amazon?,0
"china, india account for half world's pollution deaths in 2015",0
"2,300 leading scientists send trump a clear warning: we're watching you",0
you won't believe where this key got stuck,0
cop grudgingly admits suspect is the best goddamn pedophile he's seen in 30 years on the force,1
'walking dead' writers regret naming every single character 'rick',1
'guardians of the galaxy' hits a milestone at the box office,0
u.s. falls short of success,1
olympic swimmer ariana kukors is ready to fight sexual abuse in sports,0
drake throws money and angrily storms into club,0
the salaam games: coming to a stadium near you!,0
digital trust foundation seeking proposals on digital abuse programs,0
north korea fires short-range missile along its coast,0
royal baby already making new friends,1
watch: need to feel bad?,0
lawmaker who wants confederate monuments removed gets anonymous racist threat,0
sheets changed after every breakup,1
preparing for retirement after a divorce,0
john kelly loses seat on naacp board of directors,1
the same-sex marriage decision: what to make of the dissenters,0
timeout or burnout,0
nasa celebrates 60th anniversary of launching first moon to orbit earth,1
'aryan notions' opens sixth berlin location,1
why it's important to read every word of every divorce document you sign,0
gluten-free quinoa stuffed mushrooms,0
london's mayor to eu citizens: 'you are very welcome here',0
police: man fatally shoots self while demonstrating how to clean gun,0
lin-manuel miranda to trump: 'you're going straight to hell' for blasting san juan mayor,0
rÃ©sumÃ© accidentally kept on file,1
charlize theron meets the kill club in new 'dark places' clip,0
donald trump rift not what paul ryan needed in middle of 14-day cleanse,1
bunch of people apparently saw that brendan fraser mummy movie,1
bush surges ahead in polls after strong showing on pommel horse,1
biden now a purple belt,1
new vh1 show canceled for not being pathetic enough,1
new seals & croft cd club offers 600 seals & crofts cds for a penny,1
un rights chief calls humanitarian situation in syria 'an outrage',0
"'the recovery is here,' reports underemployed man making $20,000 less than he used to",1
why happy hours may soon replace early bird specials,0
supreme court upholds bill of rights in 5-4 decision,1
apparently man can't just hate bowling,1
"'no way to prevent this,' says only nation where this regularly happens",1
pastor blasts trump's 'shithole' comments in front of mike pence,0
gore excited after seeing self on tv,1
ditch the paper and increase productivity with these six apps!,0
comedian janet silverman talks 89 d*ck picks,0
family has strict no smartphone rule while eating dinner in front of tv,1
media ethics: whose standards?,0
4 senators mauled during congressional tiger show,1
is obamacare repeal over? three possible outcomes,0
why going abroad isn't always rainbows and butterflies,0
report: majority of money donated at church doesn't make it to god,1
the 20 funniest tweets from women this week,0
fey rights group demands distinction from homosexuals,1
man knows unsettling amount about nationwide age-of-consent laws,1
"general mills releases tiny toast, its first new cereal in 15 years",0
eagles of death metal singer does groveling 180 on 'pathetic' parkland survivors,0
"women in business q&a: paula kavolius, founder and president, house of possibilities",0
'planet earth' with aziz ansari subtitles is way too real for us,0
decades of hosts return for 'gma' anniversary,0
whale expert measures everything in elephants,1
management consultant to consult with management,1
replacement socialite cunt sought for simple life cast,1
adjunct professor hoping some student leaves behind warm pair of gloves today,1
reinvest in california seniors to boost local economies,0
five minutes of watching indian channel leads to five hours of watching indian channel,1
james woods goes after anderson cooper with homophobic 'butt plug' tweet,0
"study: how long you wait to see a doctor is linked to race, employment",0
man recalls simpler time when he only masturbated to still images on internet,1
poll finds 30% of americans still undecided whether to vote out of fear or spite,1
"unusually level-headed, charismatic lichen species named after obama",1
how the data world missed the boat on trump,0
final german u-boat surrenders to allied powers,1
wltz hartford's number one choice for continuous soft hits,1
evangelical christians enter 10th day of vigil outside your house,1
clinton aide told to leave behind weak volunteer who collapsed during march to south carolina,1
report: stating current year still leading argument for social reform,1
where did my super cape go?,0
international space station tented to spray for xenomorphs,1
sinead o'connor is 'safe and sound' after emotional facebook post about overdose,0
bride has to admit it'd be pretty exciting if someone objected at wedding,1
the problem with paternalizing disabled people to protest donald trump,0
report: most effective marketing technique still giving out little versions of product,1
"leann rimes, those are some interesting pants",0
kesha emotionally admits new album is 'quite literally saving my life',0
7-year-old transfers friend's obituary onto silly putty for posterity,1
community garden sprouts first condom wrapper of spring,1
police pleasantly surprised to learn man they shot was armed,1
"cory booker, kamala harris, elizabeth warren assure dreamers they'll never stop fighting for the 2020 nomination",1
minnesota museum to remove gallows exhibit after native american protest,0
late night hosts gave donald trump the best gags for his 71st birthday,0
hillary clinton vs. herself,0
nancy pelosi to critics: bring it on,0
new walgreens facebook plugin allows users to see what prescriptions friends are picking up,1
"poll: 80 percent of americans in favor of storming castle, destroying inhuman monster",1
autopsy reveals that former nhl player todd ewen did not have cte,0
american gladiator still insists friends call him 'turbo',1
corporation wants media company making branded entertainment to just have fun with it,1
vr pioneer chris milk: virtual reality will mirror life like nothing else before,0
thursday's morning email: china fires diplomatic warning shots,0
woman worried student loans could prevent her from one day owning entirely different kind of crippling debt,1
"dolce & gabbana launched a line of hijabs and abayas, but something's off",0
"reagan to be honored with $5,000-a-head funeral",1
the 7 things tech companies need to realize about older workers,0
"new report finds it took humans 3,000 years after developing language to work up confidence to talk to each other",1
against divestment -- why walking away won't make a difference,0
wild tales:  outstanding black comedy at cannes,0
bobby jindal's biggest donors benefited from his administration,0
mom really gunning to befriend babysitter during weekly 3-minute interactions,1
home.  where's that?,0
u.s. upset after aliens land in italy,1
elena ferrante to write column for the guardian's weekend magazine,0
weird al honors parents' memory with 'tears in heaven' parody,1
postal service: 'and wait until you cocksuckers see what we do with wednesdays',1
'fed up' zara workers battle for more hours,0
ghost of carl sagan warns against dangers of superstition,1
fake-a-wish foundation introduces dying child to brett favre lookalike,1
overfunded public school forced to add jazz band,1
nobody touching punch at cia christmas party,1
hilary duff's dating history,0
applebee's introduces new 50 appetizers for $250 special,1
report: former microsoft ceo agrees to buy clippers for $2 billion,0
ken jennings mistaken for subway's jared again,1
see how well you know the news with huffpost's headline quiz on google home,0
is the lgbtq community separated by gender and race? (video),0
on the road to the emmys with my entourage aka my kids,0
"mr. obama, man up and talk to assad",0
new york times seeks court order to remove tuesdays with morrie from bestseller list,1
relaxing tea better fucking work,1
creepy real estate listing really talking up size of crawlspaces,1
how the u.k. government ignored offers to take in more lone children,0
4 reasons hallmark movies saved my holiday spirit,0
pot products are now so potent they can trigger psychosis,0
veteran congressman can still remember when inaction on gun violence actually presented a moral dilemma,1
why i no longer dream of having it all,0
wrong pre-fab house delivered,1
frat suspended after 'rape some b*****s' comment caught on tape,0
man worried new 'jumanji' movie going to ruin memory of mediocre afternoon in 1995,1
there is no 'alt-right.' there is only white supremacy.,0
first holiday season without grandma incredible,1
none of area man's friends have ever seen him with shirt on,1
mysterious carving of a woman's face emerges during church restoration,0
attempt to meet different types of people thwarted by partygoer who also watches 'friday night lights',1
researchers find human beings naturally evolved toward monogamy and carrying on fun little flings on side,1
market evidently capable of supporting more than one reality show about cake,1
"18-to-35 white, male demographic still searching for perfect way to quench its thirst",1
light from a black hole seen with a telescope for the first time,0
if trump praised other historic african-american figures like he did frederick douglass,0
5 things to watch for in tonight's gop debate,0
"lives of mitch mcconnell, john boehner, eric cantor retain meaning",1
a small senate victory maintains methane regulation,0
cop takes cinnamon bun into own hands,1
global perceptions of china as a superpower,0
hug factory,0
mom packs encouraging note in own lunch,1
woman nervously reaches for cell phone as suspicious black man tells her today's soup is minestrone,1
middle-aged couple sick of 31-year-old son always trying to set them up with other parents,1
"lois gibbs: 'the government wouldn't help me, so i decided to do it myself'",0
angelina jolie refutes vanity fair's portrayal of controversial auditions,0
"grizzly bear sprained paw while mauling hunter, reports ranger",1
a nobel prize for sustainable fashion,0
american medical association introduces new highly effective placebo doctors,1
shakira just not feeling up to jiggling ass today,1
do you really need to succeed?,0
this photo of mark zuckerberg's closet offers a lesson for working parents,0
the fate of anti-zika gmo mosquitos in the u.s. rests on florida,0
nyc officials assure public most puddles of bodily fluid on streets not contaminated with ebola,1
new hampshire primary excites tiny percentage of population who even cares what happens anymore,1
congress raises killing age to 19,1
sweatshop laborer's child loves her irregular finding nemo sweatshirt,1
danny pintauro clarifies tony danza's 'disappointed' comment: 'he's worried about me more than anything',0
u.s. to offer tax incentives to companies that do not openly make world worse at every turn,1
"meet eric dyer, the modern master of the zoetrope",0
trump now claims 'illegal immigrants' are behind voter fraud,0
nobody watched matthew mcconaughey's forgotten youtube channel until now,0
self-defense instructor keeps a couple of secrets to himself,1
historical archives: ship's log,1
trump's plan on prescription drug prices looks nothing like what he promised,0
trump's budget is a death sentence for the als community,0
stephen colbert happily takes trump's challenge to 'say it to my face',0
chinese newlyweds wondering what they're going to do with all this medicinal bear bile,1
17-year cicadas horrified to learn about 9/11,1
history channel repeats itself,1
child abuse: how much is too much?,1
grandma getting to point where she looks like every other grandma,1
san diego zoo acquires chinese man,1
6 things new hampshire's exit polls tell us about this election,0
sprint's new long-distance relationship plan offers decreased minutes each month,1
report explores possible cia cover-up at guantanamo,0
financial analysts offer to talk about recession for $5,1
spooked rubio staffers drive slowly past abandoned jeb bush campaign headquarters,1
kourtney kardashian and scott disick don't know how to quit each other,0
papa john's now offering 3-day home delivery,1
historians say it still a mystery how people in ancient times didn't just go crazy and kill themselves,1
how pop culture can change the way we talk about abortion,0
'spy' director paul feig thinks it's 'ridiculous' women don't get the same opportunities he does,0
americans increasingly believe labor unions benefit the economy,0
experimental band theoretically good,1
dog costumed to create illusion of sports-team preference,1
leather-clad ted cruz greeting voters at reno-area fetish club,1
sofia vergara made a surprise cameo during pitbull's grammys performance,0
tufts' nutrition experts answer your questions on the benefits of berries,0
wrong font chosen for gravestone,1
uncool zookeeper won't let anyone ride gorillas,1
improving the lgbt experience within the workplace,0
eleven-year-old used as human shield in dodgeball game,1
cleveland indians owner admits chief wahoo no longer compatible with modern revenue growth expectations,1
how pets can help prevent suicide #nspw2017,0
trevor noah says wikileaks proves clinton is guilty -- of being boring,0
the 'pitch perfect 2' super bowl trailer is aca-here,0
how prepared are directors for the challenges of the nonprofit culture?,0
philip morris ceo forces senator to dance for his amusement,1
how a traveling consultant helps america hide the homeless,0
this is what happens when you search 'pumpkin spice' on nordstrom,0
why is the self-defense narrative so powerful for gun owners?,0
huffpost headline quiz: april 7 to april 13,0
yoga teacher has way too much on plate to fuck any more students right now,1
woman builds ironclad case proving mila kunis looks bad without makeup,1
peanut exec faces life sentence for shipping tainted peanut butter,0
#talktome: my mom and i discuss life's biggest challenges and happiest moments,0
progressive charter school doesn't have students,1
jennifer aniston finally reveals hairstyle that repulsed brad pitt,1
fetus going to pretend he doesn't hear loud argument coming from other side of uterine wall,1
dinty moore breaks long silence on terrorism with full-page ad,1
cozy little out-of-the-way place opens 12th location,1
bald man just going to have to accept entire head will turn bright red from time to time,1
cleveland killing prompts facebook to review handling of violent posts,0
david blaine stunt to push public's endurance to limit,1
visa calls indians to confirm they actually did intend to take on more salary,1
mila kunis sold unlicensed boyband t-shirts on the side while filming 'that 70s show',0
11 things you won't understand about happiness until you are happy,0
romney tells heartbreaking lie about single mother of 4 he never met,1
prime minister of  norway gets laid,1
herman cain endorses who gives a fuck,1
gop sen. jeff flake comes out and says it: 'my party might not deserve to lead',0
new forced-retirement community opens for local 60-year-olds,1
7 sweet treats for mother's day,0
when the sheep are watching over your mind,0
crane operator likes to start day with a quick 360,1
avocados are about to get even more expensive,0
shameless coworker doing nothing to conceal clearly flaccid penis lying beneath khakis,1
thalia cassuto remembers when birth control became legal. she's fighting to keep it that way.,0
"sole remaining lung filled with rich, satisfying flavor",1
"magnificent sunset loses out to home improvement, judge judy hour",1
surprise bidder for weinstein company wants embattled studio to be led by women,0
two cnn anchors are moving to new york,0
ferguson protesters target black friday sales,0
10 communication secrets of great leaders,0
viral facebook post reminds dudes not every woman wants to talk to them,0
new railway line to be built straight up your ass,1
madeline albright sworn in as secretary,1
camera admits it can't do much for barry,1
12-year-old who got her hair curled for spring dance the very image of old hollywood glamour,1
"after boy is killed by gator at disney, his hometown unites to support family",0
"once mighty super bowl commercial now sad, pathetic 'price is right' commercial",1
sleazy health insurance covers any doctor's visit they can watch,1
this behind-the-back bunt almost doesn't make sense at first,0
registered sex offender allegedly caught working as petco santa claus,0
king of comedy's death ignites 100-year war  for throne,1
bathroom smells like shit,1
celebrities mourn george michael after news of his death,0
cartoon donald trump assures colbert his numbers are the biggest,0
what vegetarians don't want you to know ... or hear,0
"how much americans sleep, text and pee every day",0
woman upset at herself for feeling hungry,1
jogger thinks he looks great,1
mom tries to appear interested in daughter's documentary,1
nra says parkland students should be grateful for guns giving them such a memorable bonding experience,1
chagas disease: a 2014 world cup yellow card,0
what aarp wants to hear most from the presidential candidates,0
"27 perfect tweets about 'the bachelorette' season 13, episode 6",0
5 ways to file your taxes with less stress,0
this initiative aims to give aspiring female filmmakers the chance to work,0
grocery-store worker can't bear to eat food anymore,1
chelsea manning and the brutality of transphobia in america,0
transgender troops are fighting for this country. will our country fight for them?,0
tim kaine clearly tuning out in middle of boring vice presidential acceptance speech,1
fans excited as 'solo' trailer sheds light on specifically how it will suck,1
little piggy dancing to rihanna's 'work' will make your day,0
kristen wiig crashes bill hader's 'snl' monologue,0
chained pen yearns to visit rest of bank,1
jimmy fallon reveals the silliest bets his viewers have made,0
lamar odom leaves hospital after 'miraculous and continued improvement',0
the costs of war -- at home,0
snack scientists develop previously unthinkable capacity to stuff cheese inside itself,1
target 'dorm room essentials' aisle being browsed exclusively by 30-year-old men with studio apartments,1
leonardo dicaprio hopes he screamed and cried good enough in 'the revenant' to win oscar,1
kate hudson shows off her pipes with cover of prince's 'nothing compares 2 u',0
evil genius' cat subpoenaed,1
john kelly hoping prejudiced anti-immigrant comments got him back on trump's good side,1
new orleans struck by meteorite,1
austria legalizes same-sex marriage,0
"one of the biggest mistakes a manager can make, according to linkedin's ceo",0
stupid thing won't work,1
is twitter bad for language? statistical analysis says no (new book),0
nation to wait for more facts on texas shooting before doing absolutely nothing about it,1
god sick of new angel's annoying fucking voice,1
hillary clinton launches intimidating new fragrance line,1
therapist beginning to show cracks in caring faÃ§ade,1
heavy rain floods university's library canteen in just 2 minutes,0
exercising woman really starting to feel the burn of lifelong injury developing,1
marriage counselor encourages woman to take on numerous sexual partners while husband at work,1
red stripe buys jamaican team a new bobsled after coach quits,0
grandfather seems proud of how many people polio killed,1
federal judge tosses 'clock kid' ahmed mohamed's discrimination lawsuit,0
pigeon that flew down into subway going to need all his wits to get out of this one,1
10 people you'll see out at hometown bars on thanksgiving eve,0
leslie jones and adam rippon commentating on figure skating is an olympic dream,0
"blackberry still exists, and it's doing alright",0
karen mcdougal released from contract restricting her from discussing trump affair,0
graffiti artists give miami neighborhood wall-to-wall makeover,0
paul ryan renews call to suspend hillary clinton's classified briefings,0
senate votes to add gratuity to all bills of eight provisions or more,1
"'we'll be moving shortly,' says train conductor waiting for workers to remove dead body from tracks",1
study finds 80 percent of facial hair being silently judged at any one time,1
woman to be ordained despite excommunication threat,0
it took me 30 years to come to terms with half of my identity,0
universal remote latest step in area man's plan for total living room domination,1
"in this cleveland family, anti-trump doesn't always mean pro-clinton",0
'tis the season to be cheeky with 'jingle butts' music video,0
nation excited for some insane k-pop shit during opening ceremony,1
gay marriage opponents warn supreme court ruling could put nation on slippery slope to rationality,1
watch: how do you train for a competitive eating contest?,0
kidnapping going pretty smoothly,1
"sanders hits bill clinton on welfare reform, trade",0
lifelong newport smoker barely alive with pleasure,1
how was local man to know carol channing's niece was around?,1
little boy gives himself epic pep talk before jumping into a pool,0
john kerry jettisons russian henchmen from international space station airlock,1
"stadium humors old man on stage, sings along to 'hey jude'",1
former 'munsters' child star shares the troubling real reason he quit acting,0
ali krieger's strategy for taking setbacks in stride,0
universe ends as god wakes up next to suzanne pleshette,1
cactus scientists recommend drinking 8 cups of water per year,1
damon albarn gets carried off stage in denmark after 5-hour set,0
recycling opens the door to a circular economy,0
bin laden conspiracy theories share one problem,0
"almost 9 million people enroll in obamacare, despite trump's sabotage attempts",0
tv critics admit to never having watched the wire,1
loretta lynch: orlando shooting was an 'act of hate and terror',0
gop: clinton could cost democrats in battle for senate,0
ramen master defeated by new kung-pao style,1
washington post: maine gov. paul lepage is 'completely unhinged' and should quit,0
paul ryan sitting among undecided voters at town hall debate,1
why every couple should have a prenuptial agreement,0
sam bee's team is apologizing to people trump offends. it's harder than they thought.,0
"former marine sniper slapped with 3,000-yard restraining order",1
"hanes, fruit of the loom locked in bitter struggle no one else aware of",1
gumption rewarded with even more work,1
white house: government shutdown possible if democrats keep hurting trump's feelings,0
